,Unnamed: 0,술 이름,텍스트 내용,output,output2
60,60,비틀 10,"비틀 16은 알콜 16%의 청주입니다. 저온에서 두 번 담금의 윗술로 맑고 투명하고, 깔끔합니다
쌀, 물, 누룩만으로 황색, 로제는 돌배가 원료로 추가되고, 검붉은 색을 띕니다","[['16', 2], ['비틀', 1], ['알콜', 1], ['청주', 1], ['저온', 1], ['담금', 1], ['투명', 1], ['깔끔', 1], ['누룩', 1], ['황색', 1], ['로제', 1], ['돌배', 1], ['원료', 1], ['추가', 1]]","[('비틀', 1), ('16', 1), ('청주', 1), ('온', 1), ('맑', 1), ('깔끔', 1), ('누룩', 1), ('검붉', 1)]"
61,61,비틀 10,"비틀 10은 알콜 10%의 탁주입니다. 저온에서 두 번 담아 3개월 발효, 채주하여 1개월 숙성, 병입합니다.
발효와 숙성과정에서 쌀누룩술의 향미에 떫고 텁텁함이 더해집니다","[['10', 2], ['개월', 2], ['발효', 2], ['숙성', 2], ['비틀', 1], ['알콜', 1], ['탁주', 1], ['저온', 1], ['채주', 1], ['과정', 1], ['쌀누룩', 1], ['향미', 1], ['텁텁', 1]]","[('발효', 2), ('숙성', 2), ('비틀', 1), ('10', 1), ('온', 1), ('주하', 1), ('과정', 1), ('누룩', 1), ('미', 1), ('떫', 1), ('텁텁', 1)]"
62,62,라이스퐁당 13,"부산 찹쌀만을 사용, 감미료 없는 새콤달콤 와인

감미료 없는 새콤달콤 프리미엄 와인
부드러운 산미와 단맛이 은은하게 퍼지는 풍미 가득한 맛
약재가 퐁당 빠진 쌀로 만든 와인

벗드림이 만든 부산 프리미엄 라이스 와인
1000% 전통방식으로 건강하고 정직하게 빚어 저온발효
약재가 퐁당! 삼지구엽초와 감초를 우린물
은은하게 풍기는 약재 향에 부드러운 산미

약재
삼지구엽초와 감초를 더해 은은한 풀내음

바디감
부드러움

성상
밝은 옐로우 컬러

맛의특징
전통방식 발효로 부드러운 산미와 단맛의
밸런스가 뛰어나고 입안 가득 퍼지는 향기로
기품이 느껴지는 맛","[['와인', 4], ['약재', 4], ['산미', 3], ['은은', 3], ['부산', 2], ['감미료', 2], ['새콤달콤', 2], ['프리미엄', 2], ['단맛', 2], ['전통', 2], ['방식', 2], ['발효', 2], ['삼지구엽초', 2], ['감초', 2], ['찹쌀', 1], ['사용', 1], ['풍미', 1], ['드림', 1], ['라이스', 1], ['1000', 1], ['건강', 1], ['정직', 1], ['저온', 1], ['내음', 1], ['바디', 1], ['부드러움', 1], ['성상', 1], ['옐로우', 1], ['컬러', 1], ['특징', 1], ['밸런스', 1], ['입안', 1], ['향기', 1], ['기품', 1]]",[]
63,63,라이스퐁당 17,"부산 찹쌀만을 사용, 감미료 없는 새콤달콤 와인

감미료 없는 새콤달콤 프리미엄 와인
부드러운 산미와 단맛이 은은하게 퍼지는 풍미 가득한 맛
약재가 퐁당 빠진 쌀로 만든 와인

벗드림이 만든 부산 프리미엄 라이스 와인
1000% 전통방식으로 건강하고 정직하게 빚어 저온발효
약재가 퐁당! 삼지구엽초와 감초를 우린물
은은하게 풍기는 약재 향에 부드러운 산미

약재
삼지구엽초와 감초를 더해 은은한 풀내음

바디감
부드러움

성상
밝은 옐로우 컬러

맛의특징
전통방식 발효로 부드러운 산미와 단맛의
밸런스가 뛰어나고 입안 가득 퍼지는 향기로
기품이 느껴지는 맛","[['와인', 4], ['약재', 4], ['산미', 3], ['은은', 3], ['부산', 2], ['감미료', 2], ['새콤달콤', 2], ['프리미엄', 2], ['단맛', 2], ['전통', 2], ['방식', 2], ['발효', 2], ['삼지구엽초', 2], ['감초', 2], ['찹쌀', 1], ['사용', 1], ['풍미', 1], ['드림', 1], ['라이스', 1], ['1000', 1], ['건강', 1], ['정직', 1], ['저온', 1], ['내음', 1], ['바디', 1], ['부드러움', 1], ['성상', 1], ['옐로우', 1], ['컬러', 1], ['특징', 1], ['밸런스', 1], ['입안', 1], ['향기', 1], ['기품', 1]]",[]
64,64,이동 2막,"부드럽게 꺾고
깔끔하게 목을 넘기는
이동 2막
생막걸리

우리 사연에서 찾은 식물성 효모로 만들어
사과, 배, 장미 향과 같은 산뜻하고
꽐끔한 아로마를 선/\卜합LI다.

발효에 따른 생막결리 맛 변화
숨쉬는 효모가 당분을 먹으며 발효를 지속합니다.
보관 기간에 따라 달라지는 생막걸리의 매력을 취향에 맞게 즐겨보세요.","[['막걸리', 2], ['효모', 2], ['발효', 2], ['깔끔', 1], ['이동', 1], ['우리', 1], ['사연', 1], ['식물', 1], ['사과', 1], ['장미', 1], ['산뜻', 1], ['아로마', 1], ['卜', 1], ['LI', 1], ['결리', 1], ['변화', 1], ['당분', 1], ['지속', 1], ['보관', 1], ['기간', 1], ['매력', 1], ['취향', 1]]","[('막걸리', 2), ('효모', 2), ('부드럽', 1), ('깔끔', 1), ('이동', 1), ('사과', 1), ('장미', 1), ('같', 1), ('산뜻', 1), ('아', 1), ('로마', 1), ('LI', 1), ('발효', 1), ('리', 1)]"
65,65,이동 생 찹쌀동동주,"부드러운 단맛과 은은한 꽃향기가 맛과 향의 균형을
이루어 가장 깔끔하면서 끝 맛에 매료되어
‘한 잔 더’가 자연스러운 이동막걸리의 신제품","[['단맛', 1], ['은은', 1], ['꽃향기', 1], ['균형', 1], ['깔끔', 1], ['매료', 1], ['자연', 1], ['이동', 1], ['막걸리', 1], ['제품', 1]]","[('부드럽', 1), ('단맛', 1), ('은은', 1), ('깔끔', 1), ('이동', 1), ('막걸리', 1)]"
66,66,팔팔막걸리,"부담스럽지 않은 바디감
쌀의 담백함 속에 담아낸
다양한 과실향의 행복한 파티","[['부담', 1], ['바디', 1], ['담백', 1], ['다양', 1], ['과실', 1], ['행복', 1], ['파티', 1]]","[('디', 1), ('담백', 1), ('다양', 1), ('과실', 1), ('파티', 1)]"
67,67,임하막걸리,"보여지는 것 보다 드러나는 것이 정직함 입니다

 기다림의 미학
30일 저온숙성으로 장기발효한 임하막걸리

숲속 고요한 곳 임하에서 깊고 깔끔한 맛을 품은 

경북 안동시 임하면에서 빚은 임하막걸리

발의 품격
숙성도에 따른 임하의 맛
1~5일
담백한 단맛!
0
6~14일
탄산의 청량감!
> 15~30일
숙성된 막걸리의 깊은 맛!","[['임하', 4], ['막걸리', 3], ['30', 2], ['숙성', 2], ['정직', 1], ['다림', 1], ['미학', 1], ['온숙', 1], ['장기', 1], ['발효', 1], ['고요', 1], ['깔끔', 1], ['경북', 1], ['안동시', 1], ['임하면', 1], ['품격', 1], ['담백', 1], ['단맛', 1], ['14', 1], ['탄산', 1], ['청량감', 1], ['15', 1]]",[]
68,68,보리수헤는밤,"보리수헤는밤
여름날 빨갛고 노랗게 익어가는
보리수 열매를 보신 적이 있으세요?
달콤하고 새콤하면서도 쌉쌀한
그 보리수 열매가
100일의 기다림 끝에
명주로 태어났습니다

국산 쌀과 국산 보리수로 빚은 과실약주입니다

어릴 때 우연히 친구집에서 보리수열매를 먹어보고
아버지께 보리수나무를 심어달라고 했어요
그렇게 아버지께서 심은 보리수나무가
어느새 양조장 주위에 100그루가 되었네요
언젠가 보리수 열매로 술을 빚어보고 싶다 생각했는데
보리수열매의 단맛과 신맛이 살 어우러져 입맛을
돋아주는 향기로운 술이 탄생했어요
앞으로도 전통주라는 타이틀에 얽매이지 않고
다양한 술을 만들어보고싶어요","[['보리수', 7], ['열매', 5], ['100', 2], ['국산', 2], ['아버지', 2], ['보리수나무', 2], ['여름날', 1], ['달콤', 1], ['새콤', 1], ['쌉쌀', 1], ['기다림', 1], ['명주', 1], ['과실', 1], ['약주', 1], ['친구', 1], ['양조장', 1], ['주위', 1], ['그루', 1], ['생각', 1], ['단맛', 1], ['신맛', 1], ['입맛', 1], ['향기', 1], ['탄생', 1], ['전통주', 1], ['타이틀', 1], ['다양', 1]]","[('보리수', 7), ('열매', 4), ('보리수나무', 2), ('밤', 1), ('빨갛', 1), ('노랗', 1), ('달콤', 1), ('명주', 1), ('과실', 1), ('어리', 1), ('그렇', 1), ('그루', 1), ('보고 싶다', 1), ('단맛', 1), ('앞으로', 1), ('전통주', 1), ('타이틀', 1), ('다양', 1)]"
69,69,별산 스파클링,"별산 스파클링은 화학첨가물을 일체 넣지않고
국내산 우수한 품질의 양주쌀로 만든 순수한 막걸리입니다.
오디 알이 입 안에서 톡톡 터지듯 청량감 넘치는 스파클링 막걸리입니다","[['스파클', 2], ['막걸리', 2], ['화학', 1], ['첨가물', 1], ['국내', 1], ['우수', 1], ['품질', 1], ['양주', 1], ['순수', 1], ['오디', 1], ['청량감', 1]]","[('스파크', 2), ('막걸리', 2), ('품질', 1), ('양주', 1)]"
70,70,사계절,"벼와 보리로 누룩을 만들어 제조
물을 첨가하지 않고 침전물의 20%를 제거하여 가벼운 느낌
가벼운 느낌에 비해 맛과 향의 풍미가 강한 술","[['보리', 1], ['누룩', 1], ['제조', 1], ['첨가', 1], ['침전물', 1], ['20', 1], ['제거', 1], ['느낌', 1], ['풍미', 1]]","[('가볍', 2), ('보리', 1), ('누룩', 1), ('강하', 1)]"
71,71,김천 배금도가,배금도가에서 직접 만든 누룩으로 모두 김천산 무농약 농산물을 사용합니다. 1000일의 기다림으로 만들어진 배금도가 수제 찹쌀 막걸리는 톡 쏘는 청량감과 감칠맛이 경쾌하면서도 입 안에 깔끔히 머물다 사라집니다.,"[['배금', 1], ['누룩', 1], ['김천', 1], ['농약', 1], ['농산물', 1], ['사용', 1], ['1000', 1], ['기다림', 1], ['금도', 1], ['수제', 1], ['찹쌀', 1], ['막걸리', 1], ['청량감', 1], ['감칠맛', 1], ['경쾌', 1]]","[('도가', 1), ('누룩', 1), ('김', 1), ('천산', 1), ('농약', 1), ('찹쌀', 1), ('막걸리', 1), ('감칠맛', 1), ('경쾌', 1)]"
72,72,N와인 사과,"반딧불이가 날아다니고 맑은 날 밤하늘 별이
가득한 영동군 추풍령에서
2002년 부터 친환경 농법으로 농사를 짓고 있는
산사과농장에서 GAP인증받고
잔류농약 중금속 걱정 없는 과일로
만든 사과와인입니 다.
추풍령 산사과 농장에서 생산된 사과는
친환경농법의 안전한 부사사과이며,
항산화 물질 안토시아닌 함유가
높은 사과로 와인을 만들고 있습니다.
과일의 여왕답게 여성에게 인기 많은 사과 와인입니다.","[['사과', 7], ['추풍령', 2], ['친환경', 2], ['농법', 2], ['농장', 2], ['과일', 2], ['와인', 2], ['반딧불이', 1], ['밤하늘', 1], ['영동군', 1], ['2002', 1], ['농사', 1], ['GAP', 1], ['인증', 1], ['잔류', 1], ['농약', 1], ['중금속', 1], ['걱정', 1], ['인입', 1], ['생산', 1], ['안전', 1], ['부사', 1], ['항산', 1], ['물질', 1], ['안토시아닌', 1], ['함유', 1], ['여왕', 1], ['여성', 1], ['인기', 1]]","[('사과', 3), ('와인', 3), ('추풍령', 2), ('친환경', 2), ('농장', 2), ('반딧불', 1), ('이', 1), ('맑', 1), ('밤하늘', 1), ('영동군', 1), ('인증', 1), ('농약', 1), ('중금속', 1), ('없', 1), ('부사', 1), ('항산', 1), ('안토시아닌', 1), ('높', 1), ('과일', 1), ('많', 1)]"
73,73,고타서프,바다에 온 듯 시원한 독특한 산미의 무첨가 막걸리,"[['바다', 1], ['시원', 1], ['독특', 1], ['산미', 1], ['첨가', 1], ['막걸리', 1]]","[('시원', 1), ('독특', 1), ('미', 1), ('막걸리', 1)]"
74,74,보은주,"밑술은 구멍떡, 덧술은 충주 노은집卜쌀(백옥)로 빚어
6개월간 항아리에서 저온 발효 숙성하여
옛 전통주 제조방식 그대로 만듭니다.

쿡피아 대표이자 방송인인 이보은 요리연구가와
충북무형문화재 청명주 제조21능보유자 김영섭 명인이
함께 연구 개발한 '보은주'
이름처럼 은혜에 감사하는 마음을 전하기 좋은 전통주입 니다.

보은주는 부드러운 질감으로 특히 한식요리와 잘 어울립 니다.
고급스러운 은은한 단맛과 적당한 산미가 조화롭고,
배 포도 참외 계열의 잘 익은 과일향이 나는 것이 특징입니다.","[['전통주', 2], ['제조', 2], ['요리', 2], ['밑술', 1], ['구멍', 1], ['충주', 1], ['노은', 1], ['卜', 1], ['백옥', 1], ['개월', 1], ['항아리', 1], ['저온', 1], ['발효', 1], ['숙성', 1], ['방식', 1], ['대표', 1], ['방송인', 1], ['연구가', 1], ['충북', 1], ['무형문화재', 1], ['청명주', 1], ['21', 1], ['보유자', 1], ['김영섭', 1], ['명인', 1], ['연구', 1], ['개발', 1], ['보은주', 1], ['이름', 1], ['은혜', 1], ['감사', 1], ['마음', 1], ['질감', 1], ['한식', 1], ['울립', 1], ['고급', 1], ['은은', 1], ['단맛', 1], ['적당', 1], ['산미', 1], ['조화', 1], ['포도', 1], ['참외', 1], ['계열', 1], ['일향', 1], ['특징', 1]]","[('전통주', 2), ('요리', 2), ('주', 2), ('니다', 2), ('구멍', 1), ('충주', 1), ('노', 1), ('은', 1), ('항아리', 1), ('발효', 1), ('방식', 1), ('이보', 1), ('연구', 1), ('가와', 1), ('충북', 1), ('무형문화재', 1), ('청명', 1), ('김영섭', 1), ('명인', 1), ('보', 1), ('은주', 1), ('좋', 1), ('부드럽', 1), ('질감', 1), ('한식', 1), ('울', 1), ('은은', 1), ('단맛', 1), ('적당', 1), ('포도', 1), ('참외', 1)]"
75,75,모든날에,"밑술 한 번에 덧술을 두 번 덧하는 삼양주법으로 빚는
모든날에 약주는 영도 이하의 극저온에서 120일을 숙성하여
맑고 깨끗하며 그윽한 향이 일품입 니다.
저온 침전여과 방식으로 풍미를 살리고, 찹쌀의 단맛과
발효에서 오는 산미의 조화는 목 넘김이 좋은 약주 그대로입니다.
기본에 충실하며 모든 과정마다 정성을 다하는
양양술곳간의 모든날에

강원도 양양군 강현면에서 빚어진,
깔끔하고 부드러운 풍미 좋은 전통주.
청정한 양양 지역 햅쌀로 첨가제없이
물 누룩으로 정성을 다하여 빚는
고품격 삼양주 입니다.","[['약주', 2], ['풍미', 2], ['정성', 2], ['양양', 2], ['밑술', 1], ['삼양', 1], ['주법', 1], ['이하', 1], ['극저온', 1], ['120', 1], ['숙성', 1], ['깨끗', 1], ['그윽', 1], ['일품', 1], ['침전', 1], ['방식', 1], ['찹쌀', 1], ['단맛', 1], ['발효', 1], ['산미', 1], ['조화', 1], ['넘김', 1], ['기본', 1], ['과정', 1], ['곳간', 1], ['강원도', 1], ['양양군', 1], ['강현면', 1], ['깔끔', 1], ['전통주', 1], ['청정', 1], ['지역', 1], ['햅쌀', 1], ['첨가제', 1], ['누룩', 1], ['고품격', 1], ['양주', 1]]","[('좋', 2), ('양양', 2), ('밑수', 1), ('삼양', 1), ('영도', 1), ('온', 1), ('맑', 1), ('깨끗', 1), ('그윽', 1), ('니다', 1), ('침전', 1), ('여과', 1), ('찹쌀', 1), ('단맛', 1), ('발효', 1), ('미', 1), ('곳간', 1), ('강원도', 1), ('양양군', 1), ('강현면', 1), ('깔끔', 1), ('부드럽', 1), ('전통주', 1), ('누룩', 1), ('양주', 1)]"
76,76,봇뜰 탁주,"밀가루와 쌀가루를 혼합하여 만든 백곡
이양주로 막걸리보다 단맛이 강한 술
봇뜰 제품들중 가장 가볍게 즐길수 있는 제품","[['제품', 2], ['밀가루', 1], ['쌀가루', 1], ['혼합', 1], ['백곡', 1], ['양주', 1], ['막걸리', 1], ['단맛', 1]]","[('밀가루', 1), ('양주로', 1), ('막걸리', 1), ('단맛', 1), ('강하', 1), ('가볍', 1)]"
77,77,문경새재페일에일,"몰트의 느낌과 함께 뚜렷하게 홉 향을 느낄 수 있는 페일에일입니다. 수제맥주를 처음 접하는 분들에게도 큰 거부감 없이 홉의 향을 전달할 수 있으며, 맥주의 무게감 역시 덜하지도 과하지도 않습니다.

홉 향과 몰트의 맛을 부담없이 느끼고 싶은 분에게 추천합니다","[['몰트', 2], ['맥주', 2], ['느낌', 1], ['뚜렷', 1], ['페일', 1], ['수제', 1], ['부감', 1], ['전달', 1], ['무게', 1], ['추천', 1]]","[('맥주', 2), ('뚜렷', 1), ('페이', 1), ('에일', 1), ('크', 1), ('무게', 1), ('덜하', 1)]"
78,78,매실 향기 담은 술,"명세주가의 매향술은

 '매실 향기 담은 술'이라는 뜻을 가지고 있습니다.

  ‘옛날 신선이 농사를 지으며 술을 마시며 놀았다’라는

 전설이 있는 한시울 한시울의 대표 약주 매향술은 이름

 만큼이나 아름답고 고품이 있습니다.

술을 빚는 재료 중 가장 중요한 것은 쌀입니다. 

명세주가의 한시울은 청원생명쌀의 고장인 청원군 가덕면 

한계리에서 경영주가 직접 농사 짓고 있으며, 600년전 

전통 방식 그대로 증류식 소주를 빚고 있습니다.



 우리 고장의 밥 맛 좋은 청원의 명품쌀만을 고집하여,

 100% 우리 쌀로 막걸리를 만들기 때문에 막걸리가 맑고

 깨끗하며 맛이 부드럽습니다.  결과 이미 충청북도 

지역 많은 소비자들의 호응을 얻고 있습니다.









   숙취 후 머리가 아프지 않은 전통주
일반적인 시중에 판매되는 마시면 소주는

 숙취 후 머리가 아픈 경우가 많은데, 

명세주가 매향술은 가양주 전통 방식으로 

만들었기 때문에 부드러운 목넘김과 맛이 훌륭하며, 

숙취후에도 머리가 아프지 않습니다.","[['명세', 3], ['주가', 3], ['매향', 3], ['시울', 3], ['숙취', 3], ['머리', 3], ['농사', 2], ['청원', 2], ['고장', 2], ['전통', 2], ['방식', 2], ['소주', 2], ['우리', 2], ['막걸리', 2], ['때문', 2], ['매실 향기 담은 술', 1], ['옛날', 1], ['신선', 1], ['전설', 1], ['대표', 1], ['약주', 1], ['이름', 1], ['고품', 1], ['재료', 1], ['중요', 1], ['생명', 1], ['청원군', 1], ['가덕', 1], ['계리', 1], ['경영주', 1], ['600', 1], ['증류', 1], ['명품', 1], ['고집', 1], ['100', 1], ['깨끗', 1], ['결과', 1], ['충청북도', 1], ['지역', 1], ['소비자', 1], ['호응', 1], ['전통주', 1], ['일반', 1], ['시중', 1], ['판매', 1], ['경우', 1], ['가양주', 1], ['넘김', 1], ['훌륭', 1]]",[]
79,79,면천 두견주,"면전두견주는 밑술 빚는 날로부터 발효와 숙성에 이어 침전과 저장에 이르기까지 100일간이라는
장기 공정에 의해 생산, 판매되는 전통주이다.
국내의 전통취발효주) 가운데서는 가장 높은 알코올로 도수 1匿로, 높은 주도에도 불구하고
'밋이 부드럽고 감칠맛이 좋다는 평가를 듣고 있다.","[['면전', 1], ['두견주', 1], ['밑술', 1], ['발효', 1], ['숙성', 1], ['침전', 1], ['저장', 1], ['100', 1], ['장기', 1], ['공정', 1], ['생산', 1], ['판매', 1], ['전통주', 1], ['국내', 1], ['전통', 1], ['취발', 1], ['효주', 1], ['가운데', 1], ['알코올', 1], ['도수', 1], ['匿', 1], ['주도', 1], ['불구', 1], ['감칠맛', 1], ['평가', 1]]","[('높', 2), ('면전', 1), ('두견', 1), ('주', 1), ('밑수', 1), ('발효', 1), ('숙성', 1), ('침전', 1), ('전통주', 1), ('알코올', 1), ('불구', 1), ('부드럽', 1), ('감칠맛', 1), ('좋', 1)]"
80,80,매화깊은밤,"매화 깊은 밤
한겨울의 매서운 추위를 이겨 내고
고고하게 피어난 매화
그 향기를 머금어 열매를 맺고,
100일의 기다림 끝에
명주로 태어났습니다.

국산 쌀과 국산 매실로 빚은 과실약주입니다.

평소에 좋아하던 매실차 같은 부드러움을 지닌
우리의 약주를 표현하고 싶었어요.
와인같기도 하고, 식전주로도 손색이 없는
입맛을 돋을 수 있는 매화의깊은방을 만들기 위해
100일동안의 정성이 더해졌습니다.
달콤하면서도 새콤하고 고소한 매화깊은방이
많은 분들,게 사랑받았으면 좋겠어요","[['매화', 4], ['100', 2], ['국산', 2], ['약주', 2], ['겨울', 1], ['추위', 1], ['고고', 1], ['향기', 1], ['열매', 1], ['기다림', 1], ['명주', 1], ['매실', 1], ['과실', 1], ['평소', 1], ['매실차', 1], ['부드러움', 1], ['우리', 1], ['표현', 1], ['와인', 1], ['식전', 1], ['손색', 1], ['입맛', 1], ['동안', 1], ['정성', 1], ['달콤', 1], ['새콤', 1], ['고소', 1], ['사랑', 1]]","[('깊', 3), ('같', 2), ('방', 2), ('겨울', 1), ('매섭', 1), ('고고', 1), ('명주', 1), ('과실', 1), ('부드럽', 1), ('와인', 1), ('전주', 1), ('없', 1), ('동안', 1), ('달콤', 1), ('고소', 1), ('많', 1), ('좋', 1)]"
81,81,매취순,"매실주 만들기 40년 

 최고의 술은 좋은 재료와 뛰어난 기술, 그리고 시간의 숙성을 통해 탄생합니다.

1980년부터 매실주에 공들인 40년의 전통과 한겹한겹 쌓인 기술의 정수가 최소 5년의 숙성을 거친 매취순을 신뢰하게 합니다.



직접 키운 고품질의 재료 

전라남도 해남의 보해 매실농원의 최상급 청매실은 매취순의 원료입니다.

땀과 노력으로 직접 키운 원료와 최소 숙성기간 5년(매취순 오리지널)이란 엄격한 기준을 통과해 만들어지는 제품이 바로 매취순입니다.



시간의 무게로 빚은 깊은 숙성의 맛 

시간의 무게로 숙성의 깊이를 더한 숙성 매취순을 만들 수 있는 곳은 오직 보해양조 뿐입니다.

보해양조는 한층 더 특별한 매취순을 찾는 분들을 위해 ‘10년 숙성 매취순’, ‘12년 숙성 매취순’, ‘15년 숙성 매취순’을 선보이고 있습니다.","[['숙성', 9], ['매취', 9], ['시간', 3], ['매실주', 2], ['40', 2], ['재료', 2], ['기술', 2], ['최소', 2], ['매실', 2], ['원료', 2], ['무게', 2], ['양조', 2], ['’,', 2], ['최고', 1], ['탄생', 1], ['1980', 1], ['전통', 1], ['정수', 1], ['신뢰', 1], ['고품질', 1], ['전라남도', 1], ['해남', 1], ['보해', 1], ['농원', 1], ['최상급', 1], ['노력', 1], ['기간', 1], ['오리지널', 1], ['엄격', 1], ['기준', 1], ['통과', 1], ['제품', 1], ['깊이', 1], ['특별', 1], ['10', 1], ['12', 1], ['15', 1]]","[('숙성', 9), ('매실주', 2), ('재료', 2), ('보해양조', 2), ('좋', 1), ('뛰어나', 1), ('40년', 1), ('한', 1), ('정수', 1), ('5년', 1), ('품질', 1), ('전라남도', 1), ('해남', 1), ('보해', 1), ('청매', 1), ('실', 1), ('기간', 1), ('이란', 1), ('엄격', 1), ('깊', 1), ('특별', 1), ('10년', 1), ('12년', 1), ('15년', 1)]"
82,82,봇뜰 홍주,"맑은술만 채주해 증류한 증류식 소주
동재질의 상압증류기를 사용
항아리에서 3년간 숙성시켜 부드럽고 깊은 감칠맛","[['증류', 2], ['채주', 1], ['소주', 1], ['동재질', 1], ['상압', 1], ['증류기', 1], ['사용', 1], ['항아리', 1], ['숙성', 1], ['감칠맛', 1]]","[('증류', 2), ('맑', 1), ('한', 1), ('소주', 1), ('항아리', 1), ('3년', 1), ('부드럽', 1), ('깊', 1), ('감칠맛', 1)]"
